strategy,timestamp,signal_before,signal_after,match
escalator_long,1782333720000000000,HOLD,HOLD,True
escalator_long,1782333780000000000,HOLD,HOLD,True
escalator_long,1782333840000000000,HOLD,HOLD,True
escalator_long,1782333900000000000,HOLD,HOLD,True
escalator_long,1782333960000000000,HOLD,HOLD,True
escalator_long,1782334020000000000,HOLD,HOLD,True
escalator_long,1782334080000000000,HOLD,HOLD,True
escalator_long,1782334140000000000,HOLD,HOLD,True
escalator_long,1782334200000000000,SELL,SELL,True
escalator_long,1782334260000000000,HOLD,HOLD,True
escalator_long,1782334320000000000,HOLD,HOLD,True
escalator_long,1782334380000000000,HOLD,HOLD,True
escalator_long,1782334440000000000,HOLD,HOLD,True
escalator_long,1782334500000000000,HOLD,HOLD,True
escalator_long,1782334560000000000,HOLD,HOLD,True
escalator_long,1782334620000000000,HOLD,HOLD,True
escalator_long,1782334680000000000,HOLD,HOLD,True
escalator_long,1782334740000000000,HOLD,HOLD,True
escalator_long,1782334800000000000,HOLD,HOLD,True
escalator_long,1782334860000000000,HOLD,HOLD,True
escalator_long,1782334920000000000,HOLD,HOLD,True
escalator_long,1782334980000000000,HOLD,HOLD,True
escalator_long,1782335040000000000,HOLD,HOLD,True
escalator_long,1782335100000000000,HOLD,HOLD,True
escalator_long,1782335160000000000,HOLD,HOLD,True
escalator_long,1782335220000000000,HOLD,HOLD,True
escalator_long,1782335280000000000,HOLD,HOLD,True
escalator_long,1782335340000000000,HOLD,HOLD,True
escalator_long,1782335400000000000,HOLD,HOLD,True
escalator_long,1782335460000000000,HOLD,HOLD,True
escalator_long,1782335520000000000,HOLD,HOLD,True
escalator_long,1782335580000000000,HOLD,HOLD,True
escalator_long,1782335640000000000,HOLD,HOLD,True
escalator_long,1782335700000000000,HOLD,HOLD,True
escalator_long,1782335760000000000,HOLD,HOLD,True
escalator_long,1782335820000000000,HOLD,HOLD,True
escalator_long,1782335880000000000,HOLD,HOLD,True
escalator_long,1782335940000000000,HOLD,HOLD,True
escalator_long,1782336000000000000,HOLD,HOLD,True
escalator_long,1782336060000000000,HOLD,HOLD,True
escalator_long,1782336120000000000,HOLD,HOLD,True
escalator_long,1782336180000000000,HOLD,HOLD,True
escalator_long,1782336240000000000,HOLD,HOLD,True
escalator_long,1782336300000000000,HOLD,HOLD,True
escalator_long,1782336360000000000,HOLD,HOLD,True
escalator_long,1782336420000000000,HOLD,HOLD,True
escalator_long,1782336480000000000,HOLD,HOLD,True
escalator_long,1782336540000000000,HOLD,HOLD,True
escalator_long,1782336600000000000,HOLD,HOLD,True
escalator_long,1782336660000000000,HOLD,HOLD,True
escalator_long,1782336720000000000,HOLD,HOLD,True
escalator_long,1782336780000000000,HOLD,HOLD,True
escalator_long,1782336840000000000,HOLD,HOLD,True
escalator_long,1782336900000000000,HOLD,HOLD,True
escalator_long,1782336960000000000,BUY,BUY,True
escalator_long,1782337020000000000,SELL,SELL,True
escalator_long,1782337080000000000,HOLD,HOLD,True
escalator_long,1782337140000000000,HOLD,HOLD,True
escalator_long,1782337200000000000,HOLD,HOLD,True
escalator_long,1782337260000000000,HOLD,HOLD,True
escalator_long,1782337320000000000,HOLD,HOLD,True
escalator_long,1782337380000000000,BUY,BUY,True
escalator_long,1782337440000000000,HOLD,HOLD,True
escalator_long,1782337500000000000,HOLD,HOLD,True
escalator_long,1782337560000000000,HOLD,HOLD,True
escalator_long,1782337620000000000,SELL,SELL,True
escalator_long,1782337680000000000,HOLD,HOLD,True
escalator_long,1782337740000000000,HOLD,HOLD,True
escalator_long,1782337800000000000,HOLD,HOLD,True
escalator_long,1782337860000000000,HOLD,HOLD,True
escalator_long,1782337920000000000,HOLD,HOLD,True
escalator_long,1782337980000000000,HOLD,HOLD,True
escalator_long,1782338040000000000,HOLD,HOLD,True
escalator_long,1782338100000000000,HOLD,HOLD,True
escalator_long,1782338160000000000,BUY,BUY,True
escalator_long,1782338220000000000,HOLD,HOLD,True
escalator_long,1782338280000000000,HOLD,HOLD,True
escalator_long,1782338340000000000,HOLD,HOLD,True
escalator_long,1782338400000000000,SELL,SELL,True
escalator_long,1782338460000000000,HOLD,HOLD,True
escalator_long,1782338520000000000,HOLD,HOLD,True
escalator_long,1782338580000000000,HOLD,HOLD,True
escalator_long,1782338640000000000,HOLD,HOLD,True
escalator_long,1782338700000000000,HOLD,HOLD,True
escalator_long,1782338760000000000,HOLD,HOLD,True
escalator_long,1782338820000000000,HOLD,HOLD,True
escalator_long,1782338880000000000,HOLD,HOLD,True
escalator_long,1782338940000000000,HOLD,HOLD,True
escalator_long,1782339000000000000,HOLD,HOLD,True
escalator_long,1782339060000000000,HOLD,HOLD,True
escalator_long,1782339120000000000,HOLD,HOLD,True
escalator_long,1782339180000000000,HOLD,HOLD,True
escalator_long,1782339240000000000,HOLD,HOLD,True
escalator_long,1782339300000000000,HOLD,HOLD,True
escalator_long,1782339360000000000,HOLD,HOLD,True
escalator_long,1782339420000000000,HOLD,HOLD,True
escalator_long,1782339480000000000,HOLD,HOLD,True
escalator_long,1782339540000000000,HOLD,HOLD,True
escalator_long,1782339600000000000,HOLD,HOLD,True
escalator_long,1782339660000000000,HOLD,HOLD,True
escalator_long,1782339720000000000,HOLD,HOLD,True
escalator_long,1782339780000000000,HOLD,HOLD,True
escalator_long,1782339840000000000,HOLD,HOLD,True
escalator_long,1782339900000000000,HOLD,HOLD,True
escalator_long,1782339960000000000,HOLD,HOLD,True
escalator_long,1782340020000000000,HOLD,HOLD,True
escalator_long,1782340080000000000,HOLD,HOLD,True
escalator_long,1782340140000000000,HOLD,HOLD,True
escalator_long,1782340200000000000,HOLD,HOLD,True
escalator_long,1782340260000000000,HOLD,HOLD,True
escalator_long,1782340320000000000,HOLD,HOLD,True
escalator_long,1782340380000000000,HOLD,HOLD,True
escalator_long,1782340440000000000,HOLD,HOLD,True
escalator_long,1782340500000000000,HOLD,HOLD,True
escalator_long,1782340560000000000,HOLD,HOLD,True
escalator_long,1782340620000000000,HOLD,HOLD,True
escalator_long,1782340680000000000,HOLD,HOLD,True
escalator_long,1782340740000000000,HOLD,HOLD,True
escalator_long,1782340800000000000,HOLD,HOLD,True
escalator_long,1782340860000000000,HOLD,HOLD,True
escalator_long,1782340920000000000,HOLD,HOLD,True
escalator_long,1782340980000000000,HOLD,HOLD,True
escalator_long,1782341040000000000,HOLD,HOLD,True
escalator_long,1782341100000000000,HOLD,HOLD,True
escalator_long,1782341160000000000,HOLD,HOLD,True
escalator_long,1782341220000000000,HOLD,HOLD,True
escalator_long,1782341280000000000,HOLD,HOLD,True
escalator_long,1782341340000000000,HOLD,HOLD,True
escalator_long,1782341400000000000,HOLD,HOLD,True
escalator_long,1782341460000000000,HOLD,HOLD,True
escalator_long,1782341520000000000,HOLD,HOLD,True
escalator_long,1782341580000000000,HOLD,HOLD,True
escalator_long,1782341640000000000,HOLD,HOLD,True
escalator_long,1782341700000000000,HOLD,HOLD,True
escalator_long,1782341760000000000,HOLD,HOLD,True
escalator_long,1782341820000000000,HOLD,HOLD,True
escalator_long,1782341880000000000,HOLD,HOLD,True
escalator_long,1782341940000000000,HOLD,HOLD,True
escalator_long,1782342000000000000,HOLD,HOLD,True
escalator_long,1782342060000000000,HOLD,HOLD,True
escalator_long,1782342120000000000,HOLD,HOLD,True
escalator_long,1782342180000000000,HOLD,HOLD,True
escalator_long,1782342240000000000,HOLD,HOLD,True
escalator_long,1782342300000000000,HOLD,HOLD,True
escalator_long,1782342360000000000,HOLD,HOLD,True
escalator_long,1782342420000000000,BUY,BUY,True
escalator_long,1782342480000000000,HOLD,HOLD,True
escalator_long,1782342540000000000,SELL,SELL,True
escalator_long,1782342600000000000,HOLD,HOLD,True
escalator_long,1782342660000000000,HOLD,HOLD,True
escalator_long,1782342720000000000,HOLD,HOLD,True
escalator_long,1782342780000000000,HOLD,HOLD,True
escalator_long,1782342840000000000,HOLD,HOLD,True
escalator_long,1782342900000000000,HOLD,HOLD,True
escalator_long,1782342960000000000,HOLD,HOLD,True
escalator_long,1782343020000000000,HOLD,HOLD,True
escalator_long,1782343080000000000,HOLD,HOLD,True
escalator_long,1782343140000000000,HOLD,HOLD,True
escalator_long,1782343200000000000,HOLD,HOLD,True
escalator_long,1782343260000000000,HOLD,HOLD,True
escalator_long,1782343320000000000,HOLD,HOLD,True
escalator_long,1782343380000000000,HOLD,HOLD,True
escalator_long,1782343440000000000,BUY,BUY,True
escalator_long,1782343500000000000,HOLD,HOLD,True
escalator_long,1782343560000000000,HOLD,HOLD,True
escalator_long,1782343620000000000,HOLD,HOLD,True
escalator_long,1782343680000000000,HOLD,HOLD,True
escalator_long,1782343740000000000,HOLD,HOLD,True
escalator_long,1782343800000000000,HOLD,HOLD,True
escalator_long,1782343860000000000,HOLD,HOLD,True
escalator_long,1782343920000000000,HOLD,HOLD,True
escalator_long,1782343980000000000,HOLD,HOLD,True
escalator_long,1782344040000000000,HOLD,HOLD,True
escalator_long,1782344100000000000,HOLD,HOLD,True
escalator_long,1782344160000000000,HOLD,HOLD,True
escalator_long,1782344220000000000,HOLD,HOLD,True
escalator_long,1782344280000000000,HOLD,HOLD,True
escalator_long,1782344340000000000,HOLD,HOLD,True
escalator_long,1782344400000000000,HOLD,HOLD,True
escalator_long,1782344460000000000,HOLD,HOLD,True
escalator_long,1782344520000000000,HOLD,HOLD,True
escalator_long,1782344580000000000,HOLD,HOLD,True
escalator_long,1782344640000000000,HOLD,HOLD,True
escalator_long,1782344700000000000,HOLD,HOLD,True
escalator_long,1782344760000000000,HOLD,HOLD,True
escalator_long,1782344820000000000,HOLD,HOLD,True
escalator_long,1782344880000000000,HOLD,HOLD,True
escalator_long,1782344940000000000,HOLD,HOLD,True
escalator_long,1782345000000000000,HOLD,HOLD,True
escalator_long,1782345060000000000,HOLD,HOLD,True
escalator_long,1782345120000000000,HOLD,HOLD,True
escalator_long,1782345180000000000,HOLD,HOLD,True
escalator_long,1782345240000000000,HOLD,HOLD,True
escalator_long,1782345300000000000,HOLD,HOLD,True
escalator_long,1782345360000000000,HOLD,HOLD,True
escalator_long,1782345420000000000,HOLD,HOLD,True
escalator_long,1782345480000000000,HOLD,HOLD,True
escalator_long,1782345540000000000,HOLD,HOLD,True
escalator_long,1782345600000000000,HOLD,HOLD,True
escalator_long,1782345660000000000,HOLD,HOLD,True
escalator_long,1782345720000000000,HOLD,HOLD,True
escalator_long,1782345780000000000,HOLD,HOLD,True
escalator_long,1782345840000000000,HOLD,HOLD,True
escalator_long,1782345900000000000,HOLD,HOLD,True
escalator_long,1782345960000000000,HOLD,HOLD,True
escalator_long,1782346020000000000,HOLD,HOLD,True
escalator_long,1782346080000000000,HOLD,HOLD,True
escalator_long,1782346140000000000,HOLD,HOLD,True
escalator_long,1782346200000000000,HOLD,HOLD,True
escalator_long,1782346260000000000,HOLD,HOLD,True
escalator_long,1782346320000000000,HOLD,HOLD,True
escalator_long,1782346380000000000,HOLD,HOLD,True
escalator_long,1782346440000000000,HOLD,HOLD,True
escalator_long,1782346500000000000,HOLD,HOLD,True
escalator_long,1782346560000000000,HOLD,HOLD,True
escalator_long,1782346620000000000,HOLD,HOLD,True
escalator_long,1782346680000000000,HOLD,HOLD,True
escalator_long,1782346740000000000,HOLD,HOLD,True
escalator_long,1782346800000000000,HOLD,HOLD,True
escalator_long,1782346860000000000,HOLD,HOLD,True
escalator_long,1782346920000000000,HOLD,HOLD,True
escalator_long,1782346980000000000,HOLD,HOLD,True
escalator_long,1782347040000000000,HOLD,HOLD,True
escalator_long,1782347100000000000,HOLD,HOLD,True
escalator_long,1782347160000000000,SELL,SELL,True
escalator_long,1782347220000000000,HOLD,HOLD,True
escalator_long,1782347280000000000,HOLD,HOLD,True
escalator_long,1782347340000000000,HOLD,HOLD,True
escalator_long,1782347400000000000,HOLD,HOLD,True
escalator_long,1782347460000000000,HOLD,HOLD,True
escalator_long,1782347520000000000,HOLD,HOLD,True
escalator_long,1782347580000000000,HOLD,HOLD,True
escalator_long,1782347640000000000,HOLD,HOLD,True
escalator_long,1782347700000000000,HOLD,HOLD,True
escalator_long,1782347760000000000,HOLD,HOLD,True
escalator_long,1782347820000000000,HOLD,HOLD,True
escalator_long,1782347880000000000,HOLD,HOLD,True
escalator_long,1782347940000000000,HOLD,HOLD,True
escalator_long,1782348000000000000,HOLD,HOLD,True
escalator_long,1782348060000000000,HOLD,HOLD,True
escalator_long,1782348120000000000,HOLD,HOLD,True
escalator_long,1782348180000000000,HOLD,HOLD,True
escalator_long,1782348240000000000,HOLD,HOLD,True
escalator_long,1782348300000000000,HOLD,HOLD,True
escalator_long,1782348360000000000,HOLD,HOLD,True
escalator_long,1782348420000000000,HOLD,HOLD,True
escalator_long,1782348480000000000,HOLD,HOLD,True
escalator_long,1782348540000000000,HOLD,HOLD,True
escalator_long,1782348600000000000,HOLD,HOLD,True
escalator_long,1782348660000000000,HOLD,HOLD,True
escalator_long,1782348720000000000,HOLD,HOLD,True
escalator_long,1782348780000000000,HOLD,HOLD,True
escalator_long,1782348840000000000,HOLD,HOLD,True
escalator_long,1782348900000000000,HOLD,HOLD,True
escalator_long,1782348960000000000,HOLD,HOLD,True
escalator_long,1782349020000000000,HOLD,HOLD,True
escalator_long,1782349080000000000,HOLD,HOLD,True
escalator_long,1782349140000000000,HOLD,HOLD,True
escalator_long,1782349200000000000,HOLD,HOLD,True
escalator_long,1782349260000000000,HOLD,HOLD,True
escalator_long,1782349320000000000,HOLD,HOLD,True
escalator_long,1782349380000000000,HOLD,HOLD,True
escalator_long,1782349440000000000,HOLD,HOLD,True
escalator_long,1782349500000000000,HOLD,HOLD,True
escalator_long,1782349560000000000,HOLD,HOLD,True
escalator_long,1782349620000000000,HOLD,HOLD,True
escalator_long,1782349680000000000,HOLD,HOLD,True
escalator_long,1782349740000000000,HOLD,HOLD,True
escalator_long,1782349800000000000,HOLD,HOLD,True
escalator_long,1782349860000000000,HOLD,HOLD,True
escalator_long,1782349920000000000,HOLD,HOLD,True
escalator_long,1782349980000000000,HOLD,HOLD,True
escalator_long,1782350040000000000,HOLD,HOLD,True
escalator_long,1782350100000000000,HOLD,HOLD,True
escalator_long,1782350160000000000,HOLD,HOLD,True
escalator_long,1782350220000000000,HOLD,HOLD,True
escalator_long,1782350280000000000,HOLD,HOLD,True
escalator_long,1782350340000000000,HOLD,HOLD,True
escalator_long,1782350400000000000,HOLD,HOLD,True
escalator_long,1782350460000000000,HOLD,HOLD,True
escalator_long,1782350520000000000,HOLD,HOLD,True
escalator_long,1782350580000000000,HOLD,HOLD,True
escalator_long,1782350640000000000,HOLD,HOLD,True
escalator_long,1782350700000000000,HOLD,HOLD,True
escalator_long,1782350760000000000,HOLD,HOLD,True
escalator_long,1782350820000000000,HOLD,HOLD,True
escalator_long,1782350880000000000,BUY,BUY,True
escalator_long,1782350940000000000,HOLD,HOLD,True
escalator_long,1782351000000000000,HOLD,HOLD,True
escalator_long,1782351060000000000,HOLD,HOLD,True
escalator_long,1782351120000000000,HOLD,HOLD,True
escalator_long,1782351180000000000,HOLD,HOLD,True
escalator_long,1782351240000000000,SELL,SELL,True
escalator_long,1782351300000000000,HOLD,HOLD,True
escalator_long,1782351360000000000,HOLD,HOLD,True
escalator_long,1782351420000000000,HOLD,HOLD,True
escalator_long,1782351480000000000,HOLD,HOLD,True
escalator_long,1782351540000000000,HOLD,HOLD,True
escalator_long,1782351600000000000,HOLD,HOLD,True
escalator_long,1782351660000000000,HOLD,HOLD,True
escalator_long,1782351720000000000,HOLD,HOLD,True
escalator_long,1782351780000000000,HOLD,HOLD,True
escalator_long,1782351840000000000,HOLD,HOLD,True
escalator_long,1782351900000000000,HOLD,HOLD,True
escalator_long,1782351960000000000,HOLD,HOLD,True
escalator_long,1782352020000000000,HOLD,HOLD,True
escalator_long,1782352080000000000,HOLD,HOLD,True
escalator_long,1782352140000000000,HOLD,HOLD,True
escalator_long,1782352200000000000,BUY,BUY,True
escalator_long,1782352260000000000,HOLD,HOLD,True
escalator_long,1782352320000000000,SELL,SELL,True
escalator_long,1782352380000000000,HOLD,HOLD,True
escalator_long,1782352440000000000,HOLD,HOLD,True
escalator_long,1782352500000000000,HOLD,HOLD,True
escalator_long,1782352560000000000,HOLD,HOLD,True
escalator_long,1782352620000000000,HOLD,HOLD,True
escalator_long,1782352680000000000,HOLD,HOLD,True
escalator_long,1782352740000000000,HOLD,HOLD,True
escalator_long,1782352800000000000,HOLD,HOLD,True
escalator_long,1782352860000000000,HOLD,HOLD,True
escalator_long,1782352920000000000,HOLD,HOLD,True
escalator_long,1782352980000000000,HOLD,HOLD,True
escalator_long,1782353040000000000,HOLD,HOLD,True
escalator_long,1782353100000000000,HOLD,HOLD,True
escalator_long,1782353160000000000,HOLD,HOLD,True
escalator_long,1782353220000000000,HOLD,HOLD,True
escalator_long,1782353280000000000,HOLD,HOLD,True
escalator_long,1782353340000000000,HOLD,HOLD,True
escalator_long,1782353400000000000,HOLD,HOLD,True
escalator_long,1782353460000000000,HOLD,HOLD,True
escalator_long,1782353520000000000,HOLD,HOLD,True
escalator_long,1782353580000000000,HOLD,HOLD,True
escalator_long,1782353640000000000,HOLD,HOLD,True
escalator_long,1782353700000000000,HOLD,HOLD,True
escalator_long,1782353760000000000,HOLD,HOLD,True
escalator_long,1782353820000000000,HOLD,HOLD,True
escalator_long,1782353880000000000,HOLD,HOLD,True
escalator_long,1782353940000000000,HOLD,HOLD,True
escalator_long,1782354000000000000,HOLD,HOLD,True
escalator_long,1782354060000000000,HOLD,HOLD,True
escalator_long,1782354120000000000,HOLD,HOLD,True
escalator_long,1782354180000000000,HOLD,HOLD,True
escalator_long,1782354240000000000,HOLD,HOLD,True
escalator_long,1782354300000000000,HOLD,HOLD,True
escalator_long,1782354360000000000,HOLD,HOLD,True
escalator_long,1782354420000000000,HOLD,HOLD,True
escalator_long,1782354480000000000,HOLD,HOLD,True
escalator_long,1782354540000000000,HOLD,HOLD,True
escalator_long,1782354600000000000,HOLD,HOLD,True
escalator_long,1782354660000000000,HOLD,HOLD,True
escalator_long,1782354720000000000,HOLD,HOLD,True
escalator_long,1782354780000000000,HOLD,HOLD,True
escalator_long,1782354840000000000,HOLD,HOLD,True
escalator_long,1782354900000000000,HOLD,HOLD,True
escalator_long,1782354960000000000,BUY,BUY,True
escalator_long,1782355020000000000,HOLD,HOLD,True
escalator_long,1782355080000000000,HOLD,HOLD,True
escalator_long,1782355140000000000,HOLD,HOLD,True
escalator_long,1782355200000000000,SELL,SELL,True
escalator_long,1782355260000000000,HOLD,HOLD,True
escalator_long,1782355320000000000,HOLD,HOLD,True
escalator_long,1782355380000000000,HOLD,HOLD,True
escalator_long,1782355440000000000,HOLD,HOLD,True
escalator_long,1782355500000000000,HOLD,HOLD,True
escalator_long,1782355560000000000,HOLD,HOLD,True
escalator_long,1782355620000000000,HOLD,HOLD,True
escalator_long,1782355680000000000,HOLD,HOLD,True
escalator_long,1782355740000000000,HOLD,HOLD,True
escalator_long,1782355800000000000,HOLD,HOLD,True
escalator_long,1782355860000000000,HOLD,HOLD,True
escalator_long,1782355920000000000,HOLD,HOLD,True
escalator_long,1782355980000000000,HOLD,HOLD,True
escalator_long,1782356040000000000,HOLD,HOLD,True
escalator_long,1782356100000000000,HOLD,HOLD,True
escalator_long,1782356160000000000,HOLD,HOLD,True
escalator_long,1782356220000000000,HOLD,HOLD,True
escalator_long,1782356280000000000,HOLD,HOLD,True
escalator_long,1782356340000000000,HOLD,HOLD,True
escalator_long,1782356400000000000,HOLD,HOLD,True
escalator_long,1782356460000000000,HOLD,HOLD,True
escalator_long,1782356520000000000,HOLD,HOLD,True
escalator_long,1782356580000000000,HOLD,HOLD,True
escalator_long,1782356640000000000,HOLD,HOLD,True
escalator_long,1782356700000000000,HOLD,HOLD,True
escalator_long,1782356760000000000,HOLD,HOLD,True
escalator_long,1782356820000000000,HOLD,HOLD,True
escalator_long,1782356880000000000,HOLD,HOLD,True
escalator_long,1782356940000000000,HOLD,HOLD,True
escalator_long,1782357000000000000,HOLD,HOLD,True
escalator_long,1782357060000000000,HOLD,HOLD,True
escalator_long,1782357120000000000,HOLD,HOLD,True
escalator_long,1782357180000000000,HOLD,HOLD,True
escalator_long,1782357240000000000,HOLD,HOLD,True
escalator_long,1782357300000000000,HOLD,HOLD,True
escalator_long,1782357360000000000,HOLD,HOLD,True
escalator_long,1782357420000000000,HOLD,HOLD,True
escalator_long,1782357480000000000,HOLD,HOLD,True
escalator_long,1782357540000000000,HOLD,HOLD,True
escalator_long,1782357600000000000,HOLD,HOLD,True
escalator_long,1782357660000000000,HOLD,HOLD,True
escalator_long,1782357720000000000,HOLD,HOLD,True
escalator_long,1782357780000000000,BUY,BUY,True
escalator_long,1782357840000000000,HOLD,HOLD,True
escalator_long,1782357900000000000,HOLD,HOLD,True
escalator_long,1782357960000000000,HOLD,HOLD,True
escalator_long,1782358020000000000,HOLD,HOLD,True
escalator_long,1782358080000000000,HOLD,HOLD,True
escalator_long,1782358140000000000,HOLD,HOLD,True
escalator_long,1782358200000000000,HOLD,HOLD,True
escalator_long,1782358260000000000,HOLD,HOLD,True
escalator_long,1782358320000000000,HOLD,HOLD,True
escalator_long,1782358380000000000,HOLD,HOLD,True
escalator_long,1782358440000000000,HOLD,HOLD,True
escalator_long,1782358500000000000,SELL,SELL,True
escalator_long,1782358560000000000,HOLD,HOLD,True
escalator_long,1782358620000000000,HOLD,HOLD,True
